area_sqft,bedrooms,bathrooms,age_years,floors,garage_spaces,has_pool,has_garden,location,price
3794,4,1,32,3,2,0,1,Downtown,676139
2919,6,4,15,2,1,0,1,Midtown,455731
1434,6,2,22,3,0,1,0,Downtown,307335
3542,3,1,37,3,1,0,0,Downtown,568080
4997,3,1,15,2,1,1,1,Midtown,641845
1966,3,1,13,3,0,0,1,Midtown,271509
4061,6,4,28,1,0,1,0,Downtown,742791
1114,4,3,25,3,2,1,1,Rural,143312
1682,5,4,34,1,1,1,0,Uptown,285123
3723,5,2,14,2,0,0,0,Suburbs,400832
3167,2,2,2,3,0,0,0,Midtown,435866
630,5,2,22,2,1,0,0,Uptown,137031
3483,5,2,28,2,0,0,1,Uptown,549322
4778,3,1,33,2,2,1,1,Rural,364002
4959,3,1,32,2,2,0,1,Uptown,737372
538,6,4,40,2,1,0,1,Midtown,82056
4459,2,3,40,3,2,0,1,Uptown,655478
4087,1,2,22,1,0,0,1,Midtown,476719
1420,2,4,6,3,0,0,1,Midtown,255715
3269,2,1,2,3,0,1,1,Downtown,658184
4611,4,1,31,3,0,0,1,Rural,332083
992,6,3,30,3,1,0,0,Suburbs,134620
1631,4,3,17,1,2,0,1,Downtown,346501
4021,2,3,42,3,2,0,1,Suburbs,450951
810,2,4,6,2,0,0,1,Midtown,154145
1238,2,1,40,3,1,0,1,Downtown,193165
3741,5,1,0,3,0,1,1,Uptown,650104
1045,4,3,13,1,0,1,1,Uptown,206025
2961,2,2,31,1,1,1,0,Suburbs,312391
4846,3,3,5,2,1,0,1,Midtown,626806
2304,6,4,38,3,0,1,0,Suburbs,249793
3712,6,3,9,3,2,1,1,Rural,363962
4310,3,3,6,3,0,1,1,Uptown,713835
1313,6,4,25,2,2,0,0,Downtown,290910
4624,5,3,33,1,2,1,0,Downtown,817874
2532,5,1,29,2,1,1,1,Downtown,491359
4913,1,2,35,3,1,1,0,Uptown,716634
744,1,3,20,1,0,0,0,Midtown,101755
771,1,4,16,1,2,1,1,Uptown,165116
4011,6,2,32,2,2,1,0,Uptown,636777
2271,5,4,9,1,0,0,0,Downtown,445359
1762,5,2,46,1,0,0,1,Uptown,248057
2924,5,2,41,3,0,1,0,Downtown,497037
4861,3,3,11,3,1,0,0,Midtown,618756
1420,5,1,15,1,0,0,1,Rural,134785
3930,3,3,40,1,0,0,1,Downtown,637658
4935,1,4,31,2,2,1,1,Suburbs,551937
4984,1,4,14,2,0,0,1,Rural,390548
3124,6,2,26,1,2,0,1,Midtown,439235
4260,1,2,27,3,2,0,0,Rural,311752
2550,6,1,16,1,1,1,0,Downtown,513783
4000,2,3,45,1,0,0,0,Midtown,456294
1665,2,4,49,3,0,1,0,Suburbs,190909
875,4,2,1,3,2,1,1,Downtown,307539
2533,6,1,35,2,1,0,1,Downtown,440510
645,4,4,49,2,1,0,0,Midtown,63785
4888,4,2,6,2,0,0,1,Midtown,625750
931,2,4,12,2,2,0,0,Rural,105533
1204,6,1,14,3,0,0,0,Suburbs,153418
3132,2,1,24,1,0,1,1,Rural,235053
4994,4,4,22,2,0,1,0,Rural,416987
1463,6,3,21,2,0,0,0,Downtown,324897
2734,4,4,25,3,2,0,0,Midtown,396222
2541,5,2,32,3,1,0,0,Downtown,452533
2328,6,3,10,1,0,0,1,Suburbs,251984
2608,6,2,9,1,0,0,1,Rural,218743
4568,4,4,24,3,0,1,0,Suburbs,491086
1438,5,3,36,2,0,1,0,Midtown,177399
1306,3,2,47,2,1,0,1,Midtown,166150
1963,2,4,42,2,1,1,1,Uptown,298094
3915,4,4,37,1,1,0,0,Suburbs,397856
510,6,3,40,2,1,1,0,Downtown,140393
2368,2,4,44,2,0,0,1,Suburbs,261133
1384,2,1,23,3,2,0,1,Rural,113123
4064,2,2,39,2,1,1,0,Midtown,508453
1889,3,2,45,3,1,0,1,Midtown,222449
3901,1,4,32,2,0,1,0,Suburbs,386095
4821,4,4,16,1,0,0,1,Suburbs,513844
1324,1,1,23,2,0,0,1,Suburbs,134566
2765,1,3,36,2,0,0,1,Rural,195894
1436,1,4,1,3,2,0,0,Rural,147232
3300,2,4,31,3,2,0,0,Downtown,594046
3053,5,4,23,3,1,0,0,Suburbs,368683
4345,2,4,8,2,2,0,1,Downtown,805222
2296,2,2,3,2,1,0,0,Uptown,406632
553,6,4,16,1,1,1,0,Rural,116597
1226,6,2,16,2,2,0,0,Midtown,199311
3236,1,4,49,1,1,1,1,Uptown,454675
3670,2,3,47,3,0,0,0,Midtown,392127
2413,1,1,29,3,1,0,0,Uptown,341035
2096,6,3,39,3,0,0,0,Downtown,390414
2414,5,4,10,1,2,0,1,Downtown,506062
2966,4,4,20,2,2,0,1,Rural,253793
3237,1,4,20,3,1,0,1,Midtown,401622
1349,5,3,17,2,0,0,1,Uptown,271771
2609,4,4,28,2,1,0,1,Suburbs,293003
502,3,3,23,3,2,1,0,Suburbs,103560
4755,1,2,9,1,1,0,1,Rural,362612
4569,1,1,44,2,1,0,0,Midtown,483873
1392,3,1,16,3,0,0,0,Suburbs,172344
2530,3,3,17,2,2,1,1,Rural,212693
3660,1,2,41,2,1,0,0,Rural,251857
2876,3,3,47,2,0,0,0,Midtown,305471
2433,2,2,19,2,1,0,0,Suburbs,255000
1880,4,4,36,2,0,0,1,Suburbs,215908
4181,4,2,44,1,0,0,0,Suburbs,395822
1790,4,2,17,1,1,1,1,Downtown,370052
2140,2,2,16,3,2,0,1,Suburbs,256706
3182,3,1,8,1,2,0,1,Uptown,512095
1487,5,2,13,1,0,0,0,Downtown,307555
1718,3,4,48,1,2,0,1,Downtown,290106
1855,1,4,28,2,0,0,0,Downtown,321262
4765,6,4,30,2,2,0,0,Downtown,863415
4635,4,2,3,3,1,0,0,Rural,379575
2060,3,3,17,3,2,0,1,Uptown,349638
1918,5,3,19,3,0,0,0,Midtown,265495
1454,1,4,46,2,0,1,0,Suburbs,153318
1483,2,1,42,1,2,0,0,Downtown,210628
1474,2,3,43,1,1,0,0,Midtown,140811
4633,5,2,8,2,0,0,1,Rural,395527
4472,1,3,12,3,0,0,1,Midtown,569112
1413,4,4,14,3,0,0,1,Downtown,328455
536,3,1,26,3,0,0,0,Uptown,50452
3887,1,3,14,2,0,1,0,Midtown,521417
2211,2,3,27,3,1,1,1,Downtown,474841
3520,5,4,36,3,2,0,0,Downtown,664592
1295,5,1,18,2,1,1,1,Suburbs,208960
4536,3,1,25,1,1,1,0,Suburbs,477365
3611,5,4,25,2,0,0,1,Uptown,579561
1824,5,2,24,2,1,1,0,Suburbs,238419
817,1,3,25,2,0,0,0,Uptown,105383
2896,4,2,25,2,1,0,1,Rural,226751
2662,3,3,45,1,0,0,1,Rural,170349
3245,1,3,27,3,0,0,0,Suburbs,325482
2091,4,2,48,2,1,0,1,Rural,162565
3611,1,4,17,1,1,0,1,Midtown,435333
4430,6,4,31,3,2,1,0,Midtown,620396
2496,1,3,2,3,2,1,0,Midtown,347859
1812,5,4,1,3,2,1,0,Rural,198150
1785,4,3,32,2,1,1,0,Midtown,255351
4811,3,4,41,2,1,1,1,Uptown,741576
2883,3,3,18,3,0,0,0,Downtown,523635
3739,4,4,16,3,2,0,0,Suburbs,417557
2639,5,1,43,3,0,0,0,Uptown,378583
2204,2,2,32,3,0,1,1,Midtown,322067
862,1,1,11,3,0,0,0,Downtown,162099
3104,5,2,48,3,0,1,0,Suburbs,316137
2216,6,2,2,1,2,0,0,Uptown,403296
4951,4,3,42,3,0,0,1,Suburbs,517455
4786,1,2,48,2,1,1,0,Rural,331562
4238,3,1,25,2,1,0,1,Midtown,521946
2969,2,1,34,2,1,0,0,Uptown,433047
1056,6,4,7,3,2,0,0,Uptown,268423
1325,3,1,35,2,0,0,1,Downtown,217322
3308,4,4,6,1,2,1,0,Downtown,674481
3219,1,2,45,3,0,0,1,Downtown,511889
4008,4,1,45,2,2,0,1,Suburbs,421045
4241,1,2,35,1,2,0,1,Midtown,524654
2074,5,1,15,1,0,1,1,Suburbs,255094
4498,2,1,23,2,2,0,0,Midtown,536343
2629,5,4,0,1,0,0,0,Uptown,453034
2903,5,2,48,2,1,1,1,Suburbs,305922
3829,4,1,24,1,1,0,1,Suburbs,388067
1088,2,3,9,3,1,1,1,Suburbs,193759
2512,1,2,15,3,2,0,0,Rural,209582
2047,1,2,15,3,1,0,0,Midtown,230887
794,6,2,7,3,0,0,1,Midtown,173049
2485,3,4,28,3,1,1,0,Suburbs,288618
3617,6,3,38,2,1,1,0,Rural,280585
2190,6,2,27,3,2,0,0,Suburbs,227307
1636,1,1,5,3,0,0,1,Midtown,227441
2564,4,1,15,3,2,1,0,Uptown,447769
4955,5,4,19,3,2,0,1,Rural,383806
1507,5,1,15,1,0,1,0,Rural,161945
3014,5,2,6,3,2,0,1,Suburbs,388998
4026,2,1,40,3,0,1,1,Uptown,572148
1747,1,2,13,2,1,0,0,Midtown,242485
4402,4,1,42,1,0,0,1,Downtown,718552
1935,2,3,25,2,0,0,0,Midtown,254526
1071,3,4,25,3,0,1,0,Midtown,152376
2882,4,4,13,2,2,0,1,Uptown,502158
1745,6,3,6,2,0,0,0,Rural,147595
2584,4,3,32,3,0,0,0,Midtown,314519
777,4,4,25,1,0,0,0,Rural,50000
2387,5,3,44,1,1,1,0,Uptown,354011
1765,4,2,19,2,0,1,1,Uptown,302155
1540,6,1,2,3,2,0,0,Suburbs,204599
1417,6,4,3,2,0,1,1,Downtown,391385
1385,1,3,25,2,0,1,1,Uptown,207147
3252,4,2,10,2,1,1,0,Uptown,551970
521,5,4,1,3,0,0,0,Rural,99100
3691,4,3,13,3,2,1,1,Uptown,625568
2853,3,4,43,1,0,0,0,Midtown,329585
1186,3,3,29,3,2,0,0,Suburbs,139312
784,5,4,48,2,1,1,0,Suburbs,98445
4247,1,2,11,2,0,0,1,Midtown,494807
1262,1,2,25,1,1,0,1,Uptown,170225
2928,6,1,43,3,0,1,0,Downtown,548125
3007,6,4,32,2,2,1,0,Uptown,519465
528,2,1,12,1,1,0,1,Suburbs,72335
1406,5,4,13,1,0,1,1,Downtown,317196
3604,4,3,23,2,2,0,1,Rural,298085
4499,5,3,33,2,1,0,1,Rural,331553
3494,2,1,43,3,0,1,0,Uptown,475573
3006,6,4,25,1,1,0,1,Uptown,483605
4109,5,1,20,2,0,0,0,Downtown,734371
4053,5,2,27,1,2,0,0,Downtown,722539
1953,6,1,47,3,2,0,1,Uptown,321200
3856,2,1,35,2,1,0,0,Suburbs,398722
1015,6,3,39,3,1,1,1,Rural,97687
538,1,1,1,1,0,1,0,Downtown,142243
3842,4,4,41,3,2,0,1,Suburbs,415813
1386,6,3,8,3,0,1,1,Uptown,297957
3344,2,1,22,1,2,0,0,Midtown,391011
2704,3,2,14,3,1,0,1,Downtown,517609
1598,1,1,12,1,0,1,0,Midtown,211904
2323,3,1,22,2,0,0,1,Suburbs,250572
3701,6,1,16,1,2,0,0,Rural,295072
3655,1,3,47,1,2,0,1,Suburbs,347395
3593,4,4,1,2,2,0,0,Rural,337617
4030,6,2,19,1,1,1,0,Suburbs,468512
4278,4,1,19,2,0,0,0,Downtown,737371
3396,5,4,45,2,2,0,0,Downtown,605262
3953,3,4,2,1,1,0,1,Midtown,528591
4011,1,3,11,3,2,0,1,Suburbs,450748
1488,4,2,39,3,0,0,1,Suburbs,166711
4616,2,3,1,2,2,0,0,Midtown,618684
4526,4,4,35,3,0,1,0,Uptown,679084
4679,2,4,13,3,1,1,0,Suburbs,575819
2182,6,4,15,1,1,0,1,Suburbs,301066
4463,1,3,18,2,2,0,1,Suburbs,513763
1433,4,2,33,2,0,0,0,Uptown,207910
4098,4,1,43,1,0,1,0,Downtown,690065
3733,1,3,45,3,0,1,0,Midtown,442006
2480,4,4,5,2,2,0,1,Uptown,447914
2355,2,3,12,3,0,1,1,Rural,217524
3556,4,4,35,2,0,0,1,Rural,256877
1292,3,1,21,2,0,0,0,Uptown,206721
1291,6,1,17,2,0,0,1,Uptown,236632
2309,5,2,11,2,2,0,1,Downtown,491197
2755,2,4,29,3,2,0,0,Rural,235584
4110,3,2,39,3,0,0,1,Midtown,493704
2107,6,2,6,3,0,0,0,Suburbs,282717
1484,1,1,31,3,1,0,0,Suburbs,134809
4176,2,3,47,1,1,0,1,Downtown,663547
3880,5,3,18,2,0,0,0,Downtown,734165
1019,6,2,5,2,0,0,1,Rural,128083
1090,5,1,19,2,1,0,1,Midtown,173283
1550,1,4,26,1,1,0,0,Midtown,201446
4133,1,3,42,3,0,0,1,Uptown,565506
4944,2,2,36,2,2,0,1,Downtown,848425
1459,4,3,47,3,2,0,0,Suburbs,159298
1192,1,3,6,3,0,0,0,Suburbs,158542
4399,6,4,4,1,0,0,0,Rural,383953
4973,4,1,10,1,1,1,0,Suburbs,575719
3446,3,4,14,3,1,0,0,Midtown,441687
1026,5,1,2,2,2,0,0,Midtown,160191
3724,4,3,4,2,0,0,0,Downtown,704917
2753,5,2,22,1,1,0,1,Rural,225356
3844,4,4,36,1,2,0,0,Suburbs,392895
4465,3,1,8,1,2,0,1,Downtown,801508
2375,1,3,14,1,2,0,1,Uptown,371244
2263,3,1,2,1,1,1,1,Uptown,428697
1020,1,1,28,1,1,0,0,Suburbs,83352
1516,1,1,5,1,0,0,1,Suburbs,150348
616,5,3,16,2,0,0,1,Suburbs,107765
2933,6,2,25,1,2,1,1,Midtown,423419
1083,3,2,20,1,2,1,0,Suburbs,133234
894,4,2,7,2,1,0,0,Uptown,198191
4288,3,1,20,2,1,1,1,Suburbs,494384
3268,5,3,10,3,0,0,0,Rural,264765
4667,1,1,37,1,0,1,0,Uptown,629689
4360,5,2,7,1,0,1,0,Rural,349713
773,2,2,41,1,1,0,1,Uptown,102037
2513,2,3,23,1,2,1,1,Downtown,457715
4933,4,1,34,3,0,0,0,Uptown,719974
1889,5,4,13,2,0,0,1,Uptown,343791
4066,4,4,13,2,1,0,1,Rural,331507
665,4,2,9,1,0,1,0,Rural,76835
2067,2,3,11,1,2,0,1,Uptown,342146
1228,4,1,37,1,1,0,1,Uptown,180567
2543,2,1,43,3,0,1,1,Midtown,300026
4697,1,2,45,3,0,0,0,Downtown,738232
3996,5,2,33,2,1,0,1,Downtown,699421
1278,4,1,40,1,1,0,0,Suburbs,129907
713,2,1,9,1,0,0,0,Uptown,137423
4262,3,2,16,1,2,0,0,Uptown,637828
2076,4,1,16,1,1,0,1,Uptown,340391
2948,6,4,2,3,2,1,1,Uptown,561684
3436,1,2,30,2,0,1,0,Downtown,590068
3617,1,1,0,2,2,0,0,Rural,286587
1091,3,2,11,3,0,0,1,Midtown,166735
3220,2,3,38,1,0,0,0,Rural,219798
1213,4,2,3,2,0,0,1,Rural,136015
1435,2,2,41,2,0,0,0,Downtown,184069
4837,1,3,12,3,2,0,0,Midtown,598062
501,2,4,33,1,0,1,1,Uptown,111471
3348,1,1,41,2,0,0,0,Downtown,510781
4544,2,3,20,1,2,0,0,Downtown,794539
2449,3,2,21,2,1,1,0,Midtown,349524
1417,5,1,3,3,2,0,1,Suburbs,223525
3674,3,3,17,1,2,0,1,Downtown,706658
2741,3,1,4,3,2,0,0,Rural,242576
589,5,1,18,2,0,0,0,Rural,67693
2209,5,3,1,3,0,1,1,Uptown,439086
2669,4,1,11,3,0,0,0,Downtown,497329
4738,4,4,16,3,1,1,1,Uptown,783023
3541,3,3,9,2,0,1,0,Downtown,680132
605,3,4,33,1,1,1,0,Midtown,84999
1386,1,2,5,3,0,1,1,Downtown,317301
927,1,1,7,1,2,0,0,Suburbs,110029
2395,4,2,10,2,0,0,1,Rural,207195
816,6,2,11,1,1,0,0,Midtown,144754
1134,6,1,8,3,1,0,0,Rural,110156
2425,4,3,1,3,0,1,1,Uptown,464860
2556,1,1,7,3,2,0,0,Midtown,346379
3644,1,2,10,3,0,1,1,Suburbs,405128
2770,6,2,35,3,0,1,0,Rural,244728
1939,2,3,9,3,0,1,1,Downtown,437137
1052,2,1,20,2,2,1,1,Downtown,217401
1215,1,2,19,2,1,0,0,Downtown,204364
4411,2,4,47,2,2,0,1,Midtown,534563
2213,5,2,7,1,1,0,1,Suburbs,285262
3889,4,2,35,1,1,0,0,Suburbs,431638
1607,4,3,28,2,1,0,1,Suburbs,195777
4706,1,4,41,1,2,1,1,Rural,348785
750,3,2,11,1,0,1,0,Midtown,117429
2930,6,2,13,3,0,0,0,Downtown,546159
2554,1,4,47,3,0,0,0,Rural,167782
958,2,1,49,1,0,0,0,Suburbs,89051
707,6,1,20,1,0,0,1,Downtown,170199
1399,3,2,21,2,2,0,0,Midtown,184789
3961,2,2,20,1,2,0,1,Uptown,609565
3885,5,1,43,3,2,0,0,Suburbs,375111
521,2,3,49,1,2,0,0,Suburbs,50000
909,5,4,29,2,2,0,1,Suburbs,151408
1394,6,4,38,3,2,0,1,Suburbs,173874
1014,5,3,19,3,2,0,1,Downtown,286785
4609,6,3,23,3,0,0,0,Midtown,609475
2634,6,3,22,3,1,0,0,Rural,243316
4095,6,3,6,1,2,1,0,Downtown,801715
3456,6,3,8,2,1,0,1,Midtown,493009
2060,6,3,0,1,2,0,0,Rural,213151
1766,2,4,25,1,2,1,1,Suburbs,201439
2669,6,3,37,3,0,0,1,Midtown,369986
4138,2,1,37,2,1,1,0,Suburbs,422353
1249,6,3,43,3,0,0,1,Midtown,190474
3927,5,3,21,1,0,0,1,Uptown,618550
2427,6,4,43,1,1,0,1,Suburbs,293791
4304,3,4,9,3,0,0,0,Suburbs,461704
4202,6,3,5,1,2,0,0,Suburbs,499415
2856,6,4,16,1,2,0,0,Downtown,550934
2835,5,2,49,3,2,0,0,Rural,214913
806,4,4,37,1,2,0,1,Suburbs,112204
4165,5,4,23,2,2,0,1,Suburbs,474528
2489,3,4,9,3,0,0,0,Downtown,475695
1161,4,4,7,2,0,0,1,Downtown,281867
811,1,1,20,1,2,0,1,Uptown,133848
3420,1,1,5,1,2,0,0,Midtown,440162
1582,3,1,20,3,0,1,0,Suburbs,220098
3471,5,3,38,1,1,0,1,Midtown,452621
1254,2,3,23,3,0,0,1,Downtown,236168
4630,3,2,32,3,0,0,1,Downtown,804730
852,4,1,17,3,0,0,0,Uptown,168907
1402,4,3,27,3,0,1,0,Rural,117804
4388,6,4,31,3,0,0,0,Downtown,804416
658,1,4,11,2,1,0,1,Suburbs,80939
2477,4,1,47,3,2,0,1,Uptown,354102
1456,3,2,41,2,2,1,0,Rural,94568
2571,4,2,26,1,1,0,1,Uptown,399458
903,3,4,9,3,2,1,1,Downtown,275499
3279,2,2,45,1,2,1,1,Rural,235833
1887,6,1,41,3,2,0,1,Midtown,270172
3953,1,4,31,2,1,1,0,Rural,299474
1455,4,3,41,2,1,0,1,Suburbs,173589
2212,3,3,25,2,2,1,0,Midtown,338335
1773,5,2,24,1,2,0,0,Midtown,279179
4311,1,4,10,3,2,0,1,Suburbs,485224
3125,2,4,22,1,0,0,1,Midtown,405021
2882,3,3,33,2,0,1,1,Downtown,527354
1941,6,4,39,1,0,0,1,Rural,172064
3479,6,4,22,2,1,0,1,Rural,302383
2297,2,4,28,2,2,0,1,Suburbs,251585
4890,2,2,30,2,1,0,0,Downtown,813819
4509,6,4,6,3,1,0,1,Midtown,656870
1894,4,1,39,3,1,0,0,Rural,129030
4781,4,2,32,2,2,0,0,Rural,354555
1769,3,4,20,1,0,0,0,Rural,151293
4214,5,4,1,1,2,0,1,Rural,355824
1029,3,1,17,3,2,0,1,Uptown,223385
4123,5,2,46,2,1,0,1,Suburbs,444542
3458,2,3,32,1,1,1,1,Midtown,429697
3414,1,3,36,2,1,0,0,Midtown,389897
4091,3,2,33,1,0,1,1,Suburbs,444370
2647,3,4,19,3,0,1,1,Downtown,534215
3869,5,4,34,2,0,0,1,Suburbs,393579
1439,2,3,49,2,2,0,1,Rural,85744
1025,2,3,17,1,1,1,1,Rural,107611
501,5,3,45,1,2,0,1,Suburbs,81035
874,2,1,23,1,0,0,1,Suburbs,104845
2840,6,3,7,2,1,0,0,Midtown,442742
4505,4,1,29,3,0,0,1,Midtown,549728
3552,6,2,43,3,1,1,0,Uptown,546833
2865,1,4,9,1,1,0,0,Uptown,448780
2025,3,3,22,3,2,0,1,Rural,149460
4976,1,4,48,1,2,0,0,Uptown,691297
2146,3,4,10,3,0,0,1,Uptown,375691
513,4,3,1,2,2,0,0,Downtown,199559
2778,2,3,25,1,2,0,0,Suburbs,310953
3655,6,2,35,3,2,1,0,Midtown,500459
629,5,1,32,2,1,0,0,Uptown,108619
4314,6,1,46,3,2,1,1,Midtown,567140
3716,4,4,12,2,0,0,0,Uptown,580811
3438,1,3,39,2,1,0,0,Uptown,475231
4428,5,2,24,3,1,0,0,Rural,341867
2540,2,2,3,3,2,0,0,Downtown,499093
527,4,2,41,2,1,0,1,Suburbs,59263
2613,5,2,18,2,0,0,0,Suburbs,286956
1752,4,2,17,2,0,1,1,Rural,145859
4856,4,1,36,1,1,1,1,Rural,362155
2546,2,1,29,2,2,0,1,Suburbs,279232
4523,3,1,18,1,2,0,1,Suburbs,462484
4896,5,3,22,2,1,0,0,Downtown,873868
3874,2,4,15,1,0,0,0,Uptown,615892
3966,4,2,0,2,1,0,1,Downtown,762793
3581,2,3,11,2,2,0,1,Suburbs,411307
4278,3,2,23,2,2,1,1,Uptown,710212
1129,6,1,33,3,1,1,1,Suburbs,167974
769,5,3,7,3,0,0,0,Downtown,221826
3139,3,1,17,2,1,0,0,Downtown,543799
2493,1,2,47,1,0,0,1,Downtown,373816
3391,5,2,4,1,0,1,1,Uptown,585282
3932,3,4,25,2,1,0,0,Midtown,513213
1780,4,2,29,3,1,0,1,Midtown,265259
2860,5,1,12,1,0,1,0,Suburbs,337224
1075,5,2,18,3,0,0,0,Uptown,208531
1807,2,4,28,1,0,0,1,Rural,109555
3692,4,4,2,2,0,0,1,Midtown,482505
3678,1,1,25,3,2,0,1,Uptown,564629
3234,6,3,39,1,1,0,0,Uptown,451672
2712,3,2,11,2,0,0,0,Midtown,359850
2852,2,4,1,2,1,0,1,Uptown,486683
4068,3,2,10,2,0,0,0,Uptown,641462
2155,1,2,43,3,1,1,1,Midtown,265572
2079,1,3,27,3,1,0,1,Downtown,400805
2703,5,4,17,2,0,0,1,Suburbs,322372
1890,1,2,12,3,0,0,0,Rural,163475
2242,3,4,36,1,1,1,1,Suburbs,236810
2425,4,1,21,2,1,1,0,Downtown,433769
1119,4,1,11,2,1,0,0,Downtown,241468
1774,5,2,1,3,2,0,0,Uptown,329847
1456,6,4,36,2,0,1,0,Suburbs,188413
2439,3,2,6,1,2,0,1,Downtown,481954
4453,3,4,25,3,2,0,0,Suburbs,496858
2881,1,4,25,3,0,1,0,Downtown,509342
1468,3,3,23,2,0,0,1,Rural,128565
1816,2,3,11,2,2,1,0,Downtown,404147
1543,6,3,15,2,0,1,1,Suburbs,225275
781,1,2,22,3,1,0,0,Uptown,130437
3344,2,3,39,2,1,1,0,Suburbs,337034
1558,5,3,8,1,2,1,1,Midtown,276220
4793,4,1,31,2,2,0,0,Suburbs,481929
3032,5,4,14,2,0,0,1,Rural,291185
4328,4,4,36,3,0,0,0,Rural,340247
1508,5,3,12,2,2,0,0,Rural,171877
1729,3,4,4,3,2,1,0,Downtown,436088
1535,2,1,10,2,1,0,0,Rural,114972
775,4,1,9,1,1,0,0,Suburbs,87057
3240,1,3,12,1,0,0,1,Uptown,487798
2789,2,1,40,3,1,1,0,Rural,210337
1739,1,4,45,3,0,0,0,Suburbs,155599
625,2,2,49,2,0,0,0,Downtown,50000
4565,2,4,14,2,0,0,1,Downtown,832726
4812,5,2,41,1,1,0,1,Uptown,683954
4368,4,3,6,2,2,0,1,Uptown,712656
1708,4,2,39,1,2,0,1,Suburbs,212697
3749,2,1,27,3,1,0,0,Uptown,544792
1418,3,4,31,2,2,0,0,Uptown,250941
4423,3,2,34,3,0,1,1,Downtown,790266
4903,1,4,14,2,2,0,1,Suburbs,523222
2469,1,3,47,1,1,0,0,Uptown,327475
3293,5,3,35,3,2,0,0,Suburbs,364262
1391,2,1,20,3,0,0,1,Rural,88064
4970,1,3,5,2,0,0,1,Downtown,864055
2533,1,2,0,3,1,0,0,Downtown,490093
1864,6,3,3,1,1,0,1,Downtown,462172
628,2,1,10,3,1,0,0,Midtown,88216
1514,5,4,43,3,0,0,0,Suburbs,152398
2299,1,4,25,2,2,1,0,Rural,194594
2018,5,3,36,3,2,0,0,Uptown,310483
4681,4,2,22,2,1,0,0,Rural,389142
1698,5,1,28,2,2,0,1,Suburbs,192510
4373,3,2,20,3,2,0,0,Downtown,776179
2974,3,1,47,1,1,0,1,Midtown,326311
3985,5,3,44,2,1,0,0,Suburbs,428141
4549,3,1,44,3,0,0,0,Suburbs,478581
4219,4,1,48,2,0,0,1,Uptown,580187
802,2,3,26,1,0,0,1,Rural,76742
4452,3,2,38,1,0,1,1,Rural,309355
1486,3,3,39,2,2,0,1,Uptown,249373
2363,5,1,12,1,2,0,0,Midtown,356935
4940,4,3,22,3,0,1,0,Downtown,924505
3572,2,1,15,3,0,0,1,Downtown,636388
3624,5,3,29,2,1,0,1,Midtown,460887
1827,5,4,3,1,2,0,1,Uptown,369299
2908,6,4,39,3,2,0,1,Suburbs,336577
4173,4,3,15,3,0,0,1,Rural,325255
3791,2,2,30,3,2,1,0,Suburbs,416980
4533,4,1,41,2,1,0,1,Rural,327477
1203,2,4,24,2,1,0,1,Suburbs,159673
1074,4,2,43,3,2,1,1,Uptown,211571
3732,5,1,11,3,0,1,0,Uptown,613866
3132,5,4,25,1,2,0,0,Midtown,427823
4328,1,4,36,1,1,0,0,Suburbs,452776
3730,3,3,47,1,0,0,0,Suburbs,352510
988,6,1,32,2,2,0,1,Midtown,158798
1847,4,2,27,3,0,0,0,Midtown,224714
4181,6,2,8,2,0,0,0,Uptown,678861
3673,1,2,11,3,1,1,0,Uptown,586489
2167,3,1,4,1,0,0,1,Suburbs,261097
2137,4,2,27,1,2,0,1,Uptown,331895
4614,2,2,34,1,0,0,0,Uptown,654299
4053,3,2,4,1,0,0,0,Suburbs,444686
1500,5,3,33,3,2,0,0,Midtown,232942
1350,1,3,45,1,1,0,1,Suburbs,114558
1888,3,1,33,3,1,1,0,Downtown,358920
4212,3,1,12,3,2,0,1,Suburbs,479649
1867,5,2,38,2,2,0,0,Downtown,363125
1321,4,3,41,1,1,0,0,Suburbs,133422
954,2,4,44,1,0,0,1,Downtown,136548
2124,5,4,47,2,2,0,0,Downtown,373925
3272,2,2,13,3,0,1,1,Suburbs,362594
4226,4,2,10,1,2,1,0,Uptown,682597
3647,3,3,41,3,1,0,1,Rural,234975
4589,2,3,37,2,0,0,1,Uptown,679547
2690,1,3,3,3,0,1,1,Downtown,574030
1416,1,1,32,1,2,0,0,Suburbs,129468
4486,5,1,6,3,0,0,0,Suburbs,508343
3375,4,2,40,3,2,0,0,Suburbs,357760
1940,5,1,7,1,1,1,1,Suburbs,244059
4900,5,3,36,1,0,0,1,Rural,379593
1235,6,3,9,3,2,1,0,Midtown,267331
4068,5,1,42,3,0,1,0,Downtown,693009
3838,6,4,14,2,2,0,0,Rural,326284
3515,1,2,37,1,2,1,0,Uptown,506418
3389,1,4,14,3,2,1,0,Midtown,484528
1461,5,2,4,1,1,0,0,Midtown,232076
3489,1,4,28,2,0,0,1,Suburbs,363541
4348,4,1,18,3,1,0,1,Rural,366169
1526,6,2,9,3,2,0,1,Uptown,303062
4365,6,2,11,3,2,0,0,Suburbs,510575
3363,5,2,3,1,1,0,1,Suburbs,403430
3001,1,3,30,2,1,0,1,Downtown,506313
2447,2,3,17,1,0,1,0,Midtown,357737
1677,6,4,15,3,2,0,1,Uptown,352736
511,5,1,39,2,1,0,0,Midtown,75896
4899,5,3,35,3,2,0,0,Rural,385647
3864,4,2,24,3,2,0,0,Downtown,696139
